user_id,age,gender,education_level,country,test_run_id,battery_id,specific_subtest_id,raw_score,time_of_day,grand_index
248886,29.0,m,4.0,US,689980,14,28,8.0,18,123.15224824826532
248886,29.0,m,4.0,US,689980,14,30,13.0,18,123.15224824826532
248886,29.0,m,4.0,US,689980,14,27,8.0,18,123.15224824826532
248886,29.0,m,4.0,US,689980,14,26,327.0,18,123.15224824826532
313483,64.0,f,3.0,US,513295,14,29,7.0,20,103.60710173483557
313483,64.0,f,3.0,US,513295,14,28,6.0,20,103.60710173483557
313483,64.0,f,3.0,US,513295,14,30,8.0,20,103.60710173483557
313483,64.0,f,3.0,US,513295,14,27,10.0,20,103.60710173483557
313483,64.0,f,3.0,US,513295,14,26,491.0,20,103.60710173483557
334210,29.0,f,4.0,US,147373,14,29,24.0,16,148.90329236138467
334210,29.0,f,4.0,US,147373,14,28,9.0,16,148.90329236138467
334210,29.0,f,4.0,US,147373,14,30,12.0,16,148.90329236138467
334210,29.0,f,4.0,US,147373,14,27,10.0,16,148.90329236138467
334210,29.0,f,4.0,US,147373,14,26,360.0,16,148.90329236138467
381228,58.0,f,5.0,US,699579,14,29,16.0,3,100.20610896683336
381228,58.0,f,5.0,US,699579,14,28,5.0,3,100.20610896683336
381228,58.0,f,5.0,US,699579,14,30,10.0,3,100.20610896683336
381228,58.0,f,5.0,US,699579,14,27,8.0,3,100.20610896683336
381228,58.0,f,5.0,US,699579,14,26,561.0,3,100.20610896683336
382744,42.0,f,2.0,AU,476436,14,29,10.0,17,82.24293698562833
382744,42.0,f,2.0,AU,476436,14,28,4.0,17,82.24293698562833
382744,42.0,f,2.0,AU,476436,14,30,3.0,17,82.24293698562833
382744,42.0,f,2.0,AU,476436,14,27,7.0,17,82.24293698562833
382744,42.0,f,2.0,AU,476436,14,26,478.0,17,82.24293698562833
401530,26.0,m,6.0,US,475932,14,29,13.0,22,104.13156890219844
401530,26.0,m,6.0,US,475932,14,28,5.0,22,104.13156890219844
401530,26.0,m,6.0,US,475932,14,30,3.0,22,104.13156890219844
401530,26.0,m,6.0,US,475932,14,27,10.0,22,104.13156890219844
401530,26.0,m,6.0,US,475932,14,26,417.0,22,104.13156890219844
446059,37.0,m,4.0,AU,231113,14,29,12.0,16,112.02298135908887
446059,37.0,m,4.0,AU,231113,14,28,7.0,16,112.02298135908887
446059,37.0,m,4.0,AU,231113,14,30,7.0,16,112.02298135908887
446059,37.0,m,4.0,AU,231113,14,27,9.0,16,112.02298135908887
446059,37.0,m,4.0,AU,231113,14,26,425.0,16,112.02298135908887
451201,50.0,m,2.0,AU,276353,14,29,8.0,10,95.4652304491369
